age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
32,services,single,secondary,no,36849,yes,yes,cellular,126,may,1206,1,1322,15,unknown,no
30,blue-collar,married,primary,no,29959,no,yes,cellular,137,jul,2498,3,1374,18,unknown,no
67,management,single,tertiary,no,21340,yes,yes,cellular,179,nov,892,2,101,25,unknown,no
55,services,married,secondary,no,55755,no,no,cellular,131,feb,1597,1,1396,15,failure,no
66,admin.,married,secondary,no,40158,yes,yes,cellular,165,oct,1018,2,1980,18,failure,no
46,management,married,tertiary,no,27245,yes,no,cellular,185,jul,2569,3,1970,27,unknown,no
36,services,married,secondary,no,40319,yes,no,unknown,138,may,1029,1,61,17,unknown,no
81,services,married,primary,no,31998,no,no,unknown,121,jun,1146,2,269,18,unknown,no
53,housemaid,married,primary,no,39099,yes,no,cellular,201,aug,532,2,1752,23,unknown,no
83,blue-collar,married,primary,no,31634,yes,no,cellular,206,nov,2708,1,402,11,unknown,no
32,management,married,tertiary,no,-16951,yes,yes,telephone,160,nov,69,1,1623,26,unknown,no
16,blue-collar,married,primary,no,10155,yes,no,unknown,155,jun,2678,2,799,21,unknown,no
44,management,married,tertiary,no,8994,yes,no,unknown,208,may,3160,1,701,29,unknown,no
34,management,married,tertiary,no,28372,yes,no,cellular,184,jul,1182,3,633,19,unknown,no
54,management,married,tertiary,no,29030,no,yes,cellular,144,feb,1843,4,1894,22,unknown,no
15,management,single,tertiary,no,35893,yes,no,cellular,150,may,1623,3,1777,23,unknown,no
73,blue-collar,single,secondary,no,-5106,yes,no,cellular,189,may,2431,1,1811,16,unknown,no
88,entrepreneur,divorced,tertiary,no,-3797,yes,yes,unknown,131,jun,638,1,-68,12,unknown,no
67,services,married,secondary,no,22632,no,no,cellular,138,jul,507,3,1750,23,unknown,no
47,blue-collar,married,primary,no,20872,no,no,cellular,179,aug,542,3,1263,24,unknown,no
69,housemaid,married,primary,no,-9118,no,no,cellular,178,aug,2215,2,1538,18,unknown,no
61,admin.,single,secondary,no,13606,yes,no,unknown,177,may,1498,1,836,10,unknown,no
77,management,married,tertiary,no,-636,no,no,cellular,165,aug,2953,1,917,26,other,no
35,self-employed,married,secondary,no,35453,no,no,unknown,128,jun,3196,3,1072,27,unknown,no
76,services,married,secondary,no,-2099,no,yes,telephone,177,jan,905,3,425,18,failure,no
42,blue-collar,married,primary,no,-11446,yes,no,unknown,152,may,1718,2,181,22,unknown,no
83,housemaid,divorced,primary,no,3580,no,no,unknown,213,jun,1894,2,319,15,unknown,no
31,technician,divorced,secondary,no,20877,yes,no,cellular,151,may,2539,1,998,16,failure,no
62,self-employed,married,tertiary,no,18116,no,no,cellular,147,aug,1951,3,543,22,unknown,no
19,management,single,tertiary,no,-7043,no,no,cellular,146,jun,1820,1,141,15,success,no
84,technician,divorced,secondary,no,6866,no,yes,cellular,167,aug,136,4,1499,20,unknown,no
63,services,married,primary,no,-9779,no,no,telephone,191,nov,2410,2,1367,21,unknown,no
39,services,single,secondary,no,38287,no,no,cellular,128,feb,1909,3,937,14,unknown,no
49,technician,single,secondary,no,39886,no,no,cellular,153,feb,1652,1,347,23,unknown,no
59,management,married,tertiary,no,16365,no,no,cellular,209,aug,3064,6,136,16,unknown,no
60,self-employed,married,secondary,no,-9982,yes,no,unknown,181,may,2707,1,1200,23,unknown,no
63,technician,divorced,secondary,no,48986,no,no,cellular,205,aug,1135,2,1260,19,unknown,no
40,technician,single,secondary,no,-6057,no,no,cellular,203,aug,1613,6,996,11,unknown,no
77,management,divorced,tertiary,no,-15214,no,no,cellular,183,aug,1807,2,998,26,unknown,no
94,blue-collar,married,secondary,no,13052,yes,no,cellular,157,apr,1956,1,1318,26,other,no
76,services,married,secondary,no,8993,no,no,cellular,178,nov,1004,1,1620,11,unknown,no
50,retired,divorced,tertiary,no,26082,no,no,cellular,128,nov,864,3,151,18,unknown,no
100,management,single,tertiary,no,-13325,yes,no,cellular,177,nov,2741,1,1328,21,unknown,no
51,management,single,tertiary,no,27984,yes,no,cellular,124,nov,249,2,1983,20,failure,no
39,technician,divorced,secondary,yes,40174,no,no,cellular,135,aug,1788,2,1346,19,unknown,no
22,blue-collar,married,unknown,no,-1585,yes,no,cellular,136,nov,1063,1,-13,18,unknown,no
17,management,single,tertiary,no,26892,yes,no,cellular,208,may,2543,1,1803,15,unknown,no
48,housemaid,divorced,primary,no,34764,no,no,unknown,153,jun,1337,1,1960,16,unknown,no
63,retired,married,secondary,no,29445,no,no,cellular,141,oct,2698,1,303,26,unknown,no
35,housemaid,married,primary,no,29760,no,no,unknown,153,may,390,5,931,29,unknown,no
87,technician,single,tertiary,no,11213,no,no,unknown,174,may,1057,2,387,27,unknown,no
63,admin.,married,secondary,no,40972,no,no,cellular,178,aug,1866,4,1325,15,unknown,no
78,management,married,tertiary,no,26557,yes,yes,cellular,155,apr,3141,1,653,20,failure,no
38,blue-collar,single,secondary,no,-13208,yes,no,unknown,134,may,695,1,665,10,unknown,no
66,blue-collar,married,secondary,no,814,yes,no,cellular,201,nov,3139,3,387,27,failure,no
53,blue-collar,married,secondary,no,46981,yes,yes,cellular,182,apr,2771,1,1439,23,other,no
81,unemployed,married,secondary,no,48474,yes,yes,cellular,171,nov,2481,2,1163,24,unknown,no
95,blue-collar,divorced,secondary,no,2102,yes,no,cellular,207,may,387,5,1992,18,unknown,no
57,technician,single,tertiary,no,12300,yes,no,unknown,152,may,260,1,-28,24,unknown,no
82,services,married,secondary,no,46661,yes,no,cellular,120,apr,1364,4,1307,25,unknown,no
30,services,single,secondary,no,10106,yes,no,unknown,147,may,2020,6,963,17,unknown,no
11,entrepreneur,married,secondary,no,12322,yes,yes,cellular,154,may,1174,3,1533,19,unknown,no
82,blue-collar,married,primary,no,-2340,yes,yes,cellular,124,nov,776,4,390,18,failure,no
69,management,married,tertiary,no,42473,no,no,cellular,184,apr,2896,3,1217,14,failure,no
65,technician,married,tertiary,no,3724,no,no,cellular,131,aug,1851,3,72,23,unknown,no
28,admin.,married,secondary,no,13088,yes,yes,unknown,200,may,1502,2,1878,11,unknown,no
46,blue-collar,married,secondary,no,32091,yes,yes,cellular,193,apr,2863,2,413,31,failure,no
40,technician,married,secondary,no,42090,yes,no,cellular,147,nov,2910,1,2115,28,failure,no
15,services,single,secondary,no,20367,yes,no,unknown,190,may,2463,1,-52,12,unknown,no
36,admin.,single,secondary,no,12335,no,yes,cellular,135,jul,2165,1,857,14,unknown,no
104,blue-collar,single,secondary,no,49510,yes,no,cellular,119,feb,75,2,130,20,unknown,no
50,admin.,married,secondary,no,-4826,yes,no,cellular,114,may,1703,1,872,15,failure,no
78,management,married,tertiary,no,7715,yes,no,cellular,179,nov,2441,1,169,15,unknown,no
101,management,single,tertiary,no,9989,yes,no,unknown,139,may,219,5,1122,27,unknown,no
35,technician,single,tertiary,no,10667,no,no,unknown,186,jun,221,4,330,22,unknown,no
81,blue-collar,single,secondary,no,-5714,no,no,cellular,155,feb,1411,1,401,18,unknown,no
50,services,divorced,secondary,no,22179,yes,no,unknown,214,jun,2590,4,1363,12,unknown,no
43,technician,single,secondary,no,37788,no,no,cellular,209,aug,900,8,864,14,unknown,no
27,management,divorced,secondary,no,-8997,yes,no,cellular,148,nov,2535,2,1669,15,unknown,no
79,technician,single,secondary,no,5788,yes,no,cellular,219,nov,2644,1,1325,27,unknown,no
66,technician,single,tertiary,no,3080,no,no,cellular,205,aug,1285,4,1507,12,unknown,no
90,technician,married,secondary,no,47714,no,no,cellular,157,jul,1058,2,173,18,unknown,no
34,housemaid,married,primary,no,-704,yes,no,cellular,160,aug,1003,3,926,25,unknown,no
91,technician,divorced,tertiary,no,8961,no,no,cellular,203,aug,2299,4,1828,27,unknown,no
48,admin.,single,secondary,no,-902,no,yes,cellular,186,jun,1176,3,1254,16,success,no
78,management,married,tertiary,no,33041,no,no,cellular,122,aug,2878,4,1464,13,unknown,no
47,services,married,primary,no,6673,yes,no,unknown,158,jun,811,1,463,11,unknown,no
77,management,divorced,tertiary,no,2648,yes,no,unknown,142,jun,2893,3,67,12,unknown,no
37,admin.,married,secondary,no,-12877,no,no,cellular,213,jul,1439,3,1439,26,unknown,no
43,admin.,single,secondary,no,25264,yes,no,telephone,131,may,1026,3,657,21,other,no
38,technician,single,secondary,no,29196,no,yes,cellular,128,aug,2381,10,348,14,unknown,no
55,management,married,tertiary,no,15667,yes,no,cellular,172,nov,129,3,1810,23,unknown,no
81,blue-collar,single,secondary,no,28424,yes,no,unknown,206,may,1867,1,1982,12,unknown,no
49,retired,married,primary,no,32640,no,no,unknown,136,jul,1807,2,1654,24,unknown,no
88,management,married,tertiary,no,17569,yes,no,unknown,186,may,1372,2,20,19,unknown,no
73,services,married,secondary,no,465,yes,no,cellular,205,apr,351,1,1112,17,unknown,no
17,technician,divorced,secondary,no,-5311,yes,no,unknown,152,may,2965,3,1302,26,unknown,no
49,admin.,married,secondary,no,1052,yes,no,cellular,158,apr,3278,1,1836,16,unknown,no
81,services,married,secondary,no,12816,yes,no,telephone,135,may,46,1,394,12,unknown,no
28,blue-collar,married,secondary,no,48077,yes,no,cellular,203,feb,907,1,1104,27,other,no
84,blue-collar,married,secondary,no,-18007,yes,no,unknown,143,may,1132,1,1765,23,unknown,no
41,management,single,tertiary,no,52112,yes,no,cellular,151,jul,1433,1,1576,25,unknown,no
54,services,divorced,secondary,no,-10854,yes,yes,cellular,153,nov,906,1,2167,24,failure,no
21,admin.,single,secondary,no,5643,yes,no,cellular,165,may,2615,1,222,22,unknown,no
44,management,divorced,tertiary,no,2319,no,no,unknown,194,jun,599,2,1919,24,unknown,no
43,management,single,tertiary,no,-178,yes,no,cellular,129,may,2855,1,1795,13,failure,no
65,management,married,tertiary,no,6204,yes,no,unknown,185,may,1012,2,1440,29,unknown,no
60,admin.,divorced,secondary,no,49639,yes,no,cellular,138,jul,2150,3,101,10,unknown,no
42,management,married,tertiary,no,-6337,yes,yes,unknown,209,may,2497,10,217,19,unknown,no
54,management,married,secondary,no,-7465,yes,no,cellular,188,jul,2429,7,85,12,unknown,no
32,admin.,married,secondary,no,20908,yes,no,cellular,209,sep,2399,1,1451,16,other,no
19,management,single,tertiary,no,50548,yes,no,cellular,226,jan,1485,4,306,19,unknown,no
43,admin.,single,secondary,no,21853,yes,no,cellular,117,apr,2591,2,824,30,failure,no
38,technician,divorced,secondary,no,-8952,yes,no,unknown,118,may,395,4,1193,21,unknown,no
80,management,married,secondary,no,-8351,no,no,cellular,160,aug,1821,6,-25,18,unknown,no
26,management,married,tertiary,no,7732,yes,yes,cellular,198,aug,2176,3,167,29,unknown,no
50,technician,single,secondary,no,16112,yes,no,unknown,191,jun,541,1,937,21,unknown,no
36,technician,married,secondary,no,-19583,yes,yes,unknown,148,jun,1185,3,121,26,unknown,no
29,blue-collar,single,secondary,no,14602,no,yes,cellular,198,nov,2721,2,1511,19,unknown,no
95,management,married,tertiary,no,5591,yes,no,cellular,208,nov,1267,1,1996,25,unknown,no
54,admin.,single,secondary,no,39240,yes,yes,unknown,183,jun,1797,3,1404,28,unknown,no
87,blue-collar,married,primary,no,14382,no,no,unknown,151,jun,2788,2,905,21,unknown,no
26,management,single,tertiary,no,-1017,no,no,cellular,126,jun,664,1,1541,16,unknown,no
94,retired,married,primary,no,-4270,yes,no,unknown,149,may,1869,2,-87,29,unknown,no
51,management,married,tertiary,no,45284,yes,no,cellular,167,jul,1160,2,1258,21,unknown,no
26,management,married,tertiary,no,10661,yes,no,unknown,179,may,2081,5,1498,21,unknown,no
80,management,married,tertiary,no,46582,yes,no,cellular,152,jan,666,2,191,10,unknown,no
36,blue-collar,married,primary,no,8754,no,yes,telephone,159,jul,628,2,633,16,unknown,no
80,housemaid,married,unknown,no,36608,yes,no,cellular,204,may,275,2,60,32,success,no
61,technician,single,tertiary,no,-11210,yes,yes,cellular,115,may,2862,1,2156,15,failure,no
55,blue-collar,married,primary,no,15119,yes,no,cellular,182,may,2031,2,930,19,unknown,no
55,management,single,tertiary,no,941,no,yes,cellular,116,aug,1796,2,-5,16,unknown,no
69,management,married,tertiary,no,22427,no,no,cellular,134,aug,1274,4,988,14,unknown,no
30,technician,married,tertiary,no,10086,yes,yes,unknown,152,may,1594,2,424,29,unknown,no
43,services,married,secondary,no,4782,no,no,cellular,126,jul,419,1,1288,12,unknown,no
40,technician,single,secondary,no,20156,yes,no,unknown,199,may,1962,4,611,28,unknown,no
57,admin.,married,primary,no,41509,yes,no,unknown,128,jun,2261,3,1042,22,unknown,no
57,entrepreneur,married,tertiary,no,46420,no,no,cellular,180,feb,2113,3,407,14,unknown,no
27,self-employed,married,tertiary,no,-65,yes,yes,cellular,219,nov,3112,1,230,14,unknown,no
71,unemployed,single,secondary,no,9322,no,no,cellular,146,feb,611,1,1060,29,unknown,no
31,management,divorced,tertiary,no,33501,yes,no,unknown,229,may,517,3,975,11,unknown,no
88,services,married,secondary,no,5651,yes,no,unknown,201,may,2935,1,1506,21,unknown,no
55,management,married,secondary,no,423,no,no,cellular,124,aug,574,2,1256,26,unknown,no
30,unemployed,divorced,secondary,no,38119,no,yes,cellular,217,jan,484,2,1933,20,other,no
78,services,divorced,secondary,no,-3152,yes,no,unknown,145,may,1837,1,1251,13,unknown,no
13,technician,single,secondary,no,-8764,yes,no,telephone,156,nov,2638,4,854,30,failure,no
84,self-employed,divorced,secondary,no,-13614,yes,no,cellular,184,nov,979,1,1817,29,failure,no
62,management,divorced,tertiary,no,18701,yes,no,cellular,142,aug,1817,2,1703,25,unknown,no
93,retired,married,secondary,no,32202,yes,no,unknown,126,may,2526,3,988,16,unknown,no
60,management,married,tertiary,no,44799,yes,no,cellular,189,may,1810,1,1964,22,failure,no
51,blue-collar,married,secondary,no,8749,yes,no,unknown,210,may,2110,2,557,23,unknown,no
44,technician,single,secondary,no,9939,no,no,cellular,197,aug,2440,1,836,15,unknown,no
31,technician,married,primary,no,48888,yes,yes,unknown,211,may,161,1,1374,11,unknown,no
86,blue-collar,married,primary,no,40195,no,no,unknown,121,jun,1130,4,1606,24,unknown,no
49,entrepreneur,married,secondary,no,3238,no,no,unknown,110,jun,1040,1,1912,18,unknown,no
73,technician,single,secondary,no,-7097,yes,no,unknown,133,jun,970,1,1732,27,unknown,no
86,admin.,single,secondary,no,-10121,yes,no,unknown,200,jun,1912,1,1923,29,unknown,no
71,management,single,tertiary,no,44442,no,no,cellular,121,jul,1116,2,1455,26,unknown,no
51,self-employed,single,secondary,no,9012,no,yes,cellular,175,nov,2790,1,1352,24,unknown,no
66,technician,divorced,tertiary,no,27399,yes,no,cellular,155,aug,2218,5,972,24,unknown,no
83,retired,married,secondary,no,32669,no,no,cellular,144,nov,2501,2,710,25,unknown,no
55,technician,married,tertiary,no,-2742,yes,no,cellular,146,apr,657,4,1602,25,unknown,no
72,admin.,married,secondary,no,18211,yes,no,cellular,123,aug,803,2,1452,19,failure,no
64,blue-collar,married,primary,no,46122,yes,no,cellular,215,apr,1195,1,1529,25,unknown,no
57,technician,divorced,secondary,no,16517,no,yes,cellular,143,jul,1194,4,3,16,unknown,no
99,blue-collar,married,secondary,yes,41843,yes,no,unknown,195,jun,2082,2,763,21,unknown,no
34,blue-collar,single,secondary,no,16225,no,no,cellular,190,jul,2243,7,1708,13,unknown,no
60,blue-collar,married,secondary,no,15201,yes,yes,unknown,141,may,2490,1,1800,21,unknown,no
76,management,married,tertiary,no,25909,yes,yes,cellular,213,jul,2271,1,863,15,unknown,no
45,technician,married,secondary,no,5211,no,yes,cellular,123,jul,1801,8,291,14,unknown,no
75,admin.,single,secondary,no,30822,yes,no,unknown,195,may,853,1,1536,28,unknown,no
74,management,married,primary,no,1314,no,no,cellular,135,nov,2774,3,1739,27,success,no
13,admin.,married,tertiary,no,29851,yes,no,cellular,157,apr,2035,1,2317,16,failure,no
22,management,married,tertiary,no,35254,no,no,telephone,138,feb,986,2,1824,14,failure,no
58,blue-collar,divorced,primary,no,-10750,no,no,telephone,194,feb,2890,5,1605,16,unknown,no
36,admin.,single,secondary,yes,-14925,yes,no,cellular,207,jul,1383,2,783,27,unknown,no
90,retired,married,primary,no,5531,no,no,cellular,139,jan,881,1,961,21,unknown,no
33,blue-collar,single,secondary,no,19348,yes,no,unknown,113,may,3045,1,871,29,unknown,no
84,unemployed,married,secondary,no,34720,no,no,cellular,169,jan,2023,1,246,13,unknown,no
46,blue-collar,single,secondary,no,31968,yes,yes,unknown,127,may,1270,5,1118,20,unknown,no
82,blue-collar,married,primary,no,30879,yes,no,cellular,140,apr,1208,1,1102,26,failure,no
67,management,single,tertiary,no,12766,yes,no,unknown,125,jun,1210,2,1935,16,unknown,no
60,management,married,tertiary,no,45768,yes,no,cellular,228,jul,2193,24,1366,29,unknown,no
43,unemployed,divorced,secondary,no,19101,no,no,cellular,111,feb,2178,2,1295,19,unknown,no
26,services,married,primary,no,43984,yes,no,cellular,190,may,768,2,701,25,failure,no
43,blue-collar,married,secondary,no,26114,yes,no,unknown,143,jun,1325,1,1327,17,unknown,no
75,services,married,secondary,no,-13615,yes,yes,cellular,137,jan,1554,2,1799,18,failure,no
27,blue-collar,married,secondary,no,5945,yes,no,cellular,214,jul,2787,1,1576,25,unknown,no
43,management,married,secondary,no,5697,no,no,cellular,168,nov,1676,1,804,16,unknown,no
74,technician,married,secondary,no,28162,no,no,telephone,165,jan,2241,3,1661,31,failure,no
71,management,single,tertiary,no,44790,no,no,cellular,212,jan,1117,2,1875,29,unknown,no
74,student,single,unknown,no,20680,yes,no,unknown,179,may,166,1,992,24,unknown,no
32,management,single,tertiary,no,24955,yes,no,unknown,200,jun,1903,2,1005,15,unknown,no
74,admin.,married,tertiary,no,-7533,yes,no,cellular,202,sep,3156,3,2033,14,other,no
63,retired,married,secondary,no,-10799,no,yes,cellular,184,jul,1311,5,1727,14,unknown,no
35,admin.,married,secondary,no,19704,no,no,unknown,143,jun,1370,1,1625,13,unknown,no
54,admin.,single,secondary,no,-20170,yes,yes,unknown,131,may,2691,5,71,11,unknown,no
54,admin.,married,secondary,no,13837,no,no,cellular,160,nov,2456,2,1084,12,unknown,no
74,technician,single,secondary,yes,43454,no,yes,cellular,224,aug,1086,14,1780,21,unknown,no
67,services,married,secondary,no,27521,yes,no,cellular,151,jul,870,5,246,26,unknown,no
46,unemployed,single,secondary,no,19885,no,no,cellular,184,feb,2386,1,63,17,unknown,no
62,management,married,tertiary,no,-4709,no,no,cellular,177,aug,1723,2,1242,20,unknown,no
35,admin.,divorced,secondary,no,-5357,yes,no,cellular,195,apr,2122,2,874,29,failure,no
53,self-employed,married,secondary,no,10884,no,no,cellular,185,jul,2800,3,684,10,unknown,no
61,management,divorced,unknown,no,967,yes,no,cellular,195,apr,2192,1,665,28,unknown,no
77,technician,married,secondary,no,34777,no,no,cellular,137,aug,366,2,3,19,unknown,no
32,admin.,married,secondary,no,5508,yes,yes,cellular,164,jul,751,4,1689,22,unknown,no
52,management,single,tertiary,no,-10520,no,no,cellular,195,aug,2914,2,1709,24,unknown,no
38,blue-collar,married,secondary,yes,22087,no,no,unknown,216,may,2004,4,1314,11,unknown,no
26,technician,married,unknown,no,19163,no,yes,cellular,201,jul,650,1,-98,17,unknown,no
83,blue-collar,married,secondary,no,-11238,no,yes,unknown,160,jun,1990,3,1635,24,unknown,no
86,technician,married,secondary,no,32381,no,no,unknown,162,jun,347,2,829,15,unknown,no
22,management,single,tertiary,no,12091,yes,no,cellular,123,aug,1105,2,942,24,unknown,no
29,blue-collar,single,secondary,no,-19218,yes,yes,cellular,141,jul,2273,5,998,28,unknown,no
57,management,married,secondary,no,-12142,no,yes,unknown,137,may,1105,3,1897,13,unknown,no
20,blue-collar,married,secondary,no,4591,yes,yes,unknown,160,may,2186,1,1820,19,unknown,no
79,unemployed,married,tertiary,no,15140,no,no,unknown,142,may,478,1,326,20,unknown,no
46,self-employed,married,secondary,no,43992,no,no,cellular,169,dec,942,3,1028,20,failure,no
76,technician,single,tertiary,no,48999,yes,no,cellular,214,apr,1030,2,519,29,unknown,no
87,admin.,married,secondary,no,-1141,yes,yes,cellular,201,jul,220,1,1683,12,unknown,no
54,management,married,secondary,no,38474,no,no,unknown,139,jun,1513,2,1145,20,unknown,no
26,admin.,single,secondary,no,-10659,yes,no,cellular,139,apr,926,1,1570,14,failure,no
50,housemaid,married,tertiary,no,38105,no,no,cellular,121,aug,2321,2,1635,25,unknown,no
67,retired,married,secondary,no,-11047,no,no,cellular,179,apr,1113,2,1791,25,unknown,no
24,blue-collar,married,secondary,no,-14938,yes,no,cellular,155,apr,2977,2,864,20,unknown,no
45,retired,married,primary,no,9624,no,no,cellular,147,nov,2071,1,878,14,unknown,no
82,retired,married,unknown,no,36894,no,no,telephone,145,jan,3128,1,368,23,unknown,no
53,housemaid,married,secondary,no,-13667,no,no,cellular,133,feb,1614,2,1885,13,success,no
26,admin.,single,secondary,no,-6739,yes,no,cellular,210,may,2624,1,660,12,unknown,no
35,services,single,secondary,no,19146,yes,no,unknown,128,jun,957,4,729,17,unknown,no
55,technician,single,secondary,no,33231,no,no,cellular,200,aug,935,2,564,18,unknown,no
38,management,single,tertiary,no,13695,no,yes,cellular,180,jul,2335,2,740,20,unknown,no
92,retired,divorced,tertiary,no,5984,yes,yes,cellular,223,jan,1344,1,1366,18,unknown,no
66,housemaid,divorced,primary,no,4507,yes,no,unknown,141,may,2382,3,1182,11,unknown,no
78,blue-collar,single,secondary,no,3714,no,no,cellular,195,jul,2703,1,257,26,unknown,no
57,retired,married,secondary,no,26023,yes,no,unknown,130,may,1671,2,1549,23,unknown,no
35,services,married,secondary,no,-1600,no,no,cellular,162,jul,3287,2,807,25,unknown,no
37,blue-collar,single,secondary,no,38042,yes,no,unknown,151,may,1599,2,366,12,unknown,no
41,blue-collar,married,unknown,no,36144,no,no,cellular,127,aug,2894,2,1735,11,unknown,no
41,housemaid,married,primary,no,11418,no,no,unknown,189,jun,388,1,1023,26,unknown,no
78,blue-collar,married,primary,no,-2071,yes,no,unknown,207,may,1959,10,-99,20,unknown,no
32,management,married,secondary,no,-6032,yes,no,unknown,140,may,460,1,1803,27,unknown,no
57,admin.,married,secondary,no,-974,no,yes,cellular,124,nov,1287,1,1598,23,unknown,no
81,retired,divorced,primary,no,28296,yes,no,cellular,122,may,268,2,1949,24,unknown,no
48,blue-collar,divorced,primary,no,15041,yes,no,cellular,131,may,1949,2,2090,36,failure,no
75,technician,single,secondary,no,26184,yes,no,unknown,130,may,2481,1,888,16,unknown,no
32,blue-collar,married,primary,no,-9791,yes,no,cellular,154,may,2389,2,1953,23,unknown,no
41,housemaid,married,secondary,no,40207,no,no,cellular,179,nov,1504,1,255,26,unknown,no
76,technician,married,tertiary,no,49360,yes,no,cellular,152,aug,2122,2,433,28,unknown,no
53,management,married,tertiary,no,55289,yes,no,cellular,202,nov,391,1,109,29,unknown,no
68,admin.,single,secondary,no,47381,no,no,unknown,167,jun,3675,13,719,16,unknown,no
77,admin.,single,secondary,no,35008,yes,no,cellular,135,may,1439,3,1480,21,unknown,no
66,student,single,tertiary,no,14412,no,no,cellular,206,oct,2253,2,1336,24,unknown,no
79,admin.,divorced,secondary,no,23359,yes,no,cellular,164,may,1496,2,355,20,failure,no
64,blue-collar,married,secondary,no,39382,no,yes,unknown,153,jul,765,2,384,18,unknown,no
68,technician,single,secondary,no,12417,no,no,cellular,136,feb,1986,1,1254,17,failure,no
52,management,single,tertiary,no,824,yes,no,unknown,223,may,443,3,107,28,unknown,no
73,management,married,tertiary,no,3822,yes,no,cellular,185,jul,691,6,541,13,unknown,no
80,blue-collar,married,secondary,no,47232,yes,no,cellular,226,jan,3115,2,800,19,unknown,no
45,admin.,married,secondary,no,17756,no,no,cellular,153,jul,3113,5,56,23,unknown,no
35,unemployed,married,secondary,no,2120,yes,yes,unknown,215,may,2291,1,677,15,unknown,no
68,self-employed,single,primary,no,43239,yes,no,cellular,163,apr,1376,4,1177,28,failure,no
15,technician,single,secondary,no,15441,no,no,cellular,190,aug,2586,2,117,24,unknown,no
40,blue-collar,married,secondary,no,38122,yes,no,cellular,229,apr,1869,2,162,24,failure,no
76,blue-collar,married,secondary,no,10358,yes,no,telephone,169,nov,458,4,1186,18,unknown,no
66,housemaid,married,primary,no,42862,no,no,cellular,141,aug,2794,4,336,28,unknown,no
59,blue-collar,married,unknown,no,-17095,yes,yes,unknown,173,may,818,2,1371,18,unknown,no
22,technician,single,tertiary,no,-2205,no,yes,cellular,222,jan,3190,1,388,20,unknown,no
35,services,married,secondary,no,39853,yes,no,unknown,165,may,517,1,956,24,unknown,no
37,admin.,divorced,secondary,no,-15457,yes,yes,cellular,157,may,442,3,1403,20,failure,no
74,retired,divorced,secondary,no,41288,no,no,telephone,192,aug,194,1,677,18,unknown,no
53,admin.,married,secondary,no,-1696,yes,yes,telephone,205,jul,1339,1,728,10,unknown,no
129,retired,married,secondary,no,20625,no,no,cellular,167,aug,1087,1,471,24,unknown,no
34,student,single,tertiary,no,39532,yes,no,cellular,134,may,953,1,868,17,unknown,no
99,management,married,tertiary,no,52085,yes,no,unknown,171,may,2677,1,-10,17,unknown,no
27,management,divorced,tertiary,no,-8530,yes,no,cellular,145,apr,291,1,101,23,unknown,no
91,unemployed,married,primary,yes,38473,yes,no,cellular,148,may,1616,1,1303,30,failure,no
72,management,married,tertiary,no,1170,yes,no,cellular,132,jul,2574,2,1203,13,unknown,no
80,retired,married,primary,no,38805,no,no,unknown,145,jun,77,2,1400,27,unknown,no
37,blue-collar,married,secondary,no,-841,no,no,cellular,151,jul,1544,1,13,23,unknown,no
25,management,married,tertiary,no,30488,yes,yes,cellular,217,jul,2532,3,1536,23,unknown,no
85,blue-collar,married,unknown,no,-5718,no,no,unknown,216,jun,2358,4,995,11,unknown,no
62,admin.,married,secondary,no,-10354,yes,yes,cellular,138,nov,2716,1,440,22,failure,no
42,technician,single,secondary,no,32697,yes,yes,cellular,213,jul,2743,1,913,13,unknown,no
41,technician,married,secondary,no,31619,no,no,cellular,199,apr,2026,1,1742,14,unknown,no
70,retired,divorced,secondary,no,-17630,yes,no,unknown,145,jun,2993,2,140,11,unknown,no
86,technician,divorced,secondary,no,-13812,yes,no,unknown,213,may,1401,1,-11,19,unknown,no
25,blue-collar,divorced,secondary,no,19246,yes,no,cellular,163,may,3056,2,1633,18,other,no
18,management,single,tertiary,no,10718,no,no,cellular,150,feb,2042,1,1632,13,unknown,no
59,blue-collar,married,primary,no,1710,no,no,telephone,184,jul,2775,2,1185,17,unknown,no
29,services,single,tertiary,no,47863,no,no,cellular,132,jun,2926,1,952,16,unknown,no
40,technician,divorced,secondary,no,28875,yes,no,cellular,171,aug,2183,5,661,12,unknown,no
76,blue-collar,married,secondary,no,23538,yes,no,cellular,180,may,639,3,1720,11,unknown,no
39,management,married,primary,no,48840,no,no,unknown,210,jun,1223,7,1364,23,unknown,no
77,technician,married,secondary,no,28495,no,no,unknown,148,jun,1193,2,1134,29,unknown,no
16,admin.,single,tertiary,no,26185,yes,no,cellular,137,may,2374,1,906,21,failure,no
72,management,married,tertiary,no,-4359,yes,no,cellular,155,nov,395,1,1013,22,unknown,no
70,management,married,tertiary,no,-2242,no,no,cellular,115,aug,1531,2,-52,27,unknown,no
98,blue-collar,single,primary,no,21668,yes,no,unknown,129,jun,360,2,575,20,unknown,no
68,services,married,secondary,no,43621,yes,no,telephone,169,jul,2276,3,165,23,unknown,no
71,unemployed,married,tertiary,no,12070,no,no,cellular,185,jul,2592,2,956,19,unknown,no
38,technician,single,tertiary,no,3335,yes,no,cellular,153,may,2401,1,-87,28,unknown,no
43,management,single,secondary,no,34580,yes,yes,cellular,120,jul,3138,2,323,29,unknown,no
55,unemployed,single,secondary,no,2405,no,no,cellular,113,feb,2228,1,608,28,unknown,no
