age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
37,Self-emp-not-inc,113749,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,United-States,>50K
30,Private,68743,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,White,Female,775,0,45,Guatemala,<=50K
38,Private,96883,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,63,United-States,>50K
64,?,170404,Bachelors,13,Married-civ-spouse,?,Husband,White,Male,302,21,14,United-States,<=50K
32,Private,45187,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,<=50K
26,Local-gov,78182,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,1546,96,37,United-States,<=50K
85,Private,109967,1st-4th,2,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,12,Poland,<=50K
50,Private,156261,HS-grad,9,Separated,Other-service,Other-relative,Black,Female,0,0,40,United-States,<=50K
43,Private,28504,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,43,United-States,<=50K
39,Private,241200,Some-college,10,Married-civ-spouse,Other-service,Husband,Black,Male,0,190,30,United-States,<=50K
48,Private,208456,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,768,0,49,United-States,>50K
40,Private,220642,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,28,49,United-States,<=50K
44,Private,158144,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,54,United-States,>50K
28,?,174441,5th-6th,3,Married-civ-spouse,?,Wife,White,Female,963,25,43,Mexico,<=50K
58,Private,183285,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,42,Poland,>50K
64,Private,138894,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
27,Private,441613,Assoc-acdm,12,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,39,?,<=50K
27,Private,225710,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,27,United-States,<=50K
20,Private,617995,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,63,United-States,<=50K
50,Private,86296,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,42,United-States,>50K
37,Private,125958,HS-grad,9,Separated,Other-service,Unmarried,Black,Female,0,0,33,United-States,<=50K
49,Private,263547,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,43,0,38,United-States,>50K
53,Private,189705,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,45,United-States,<=50K
42,Self-emp-not-inc,217113,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,48,United-States,<=50K
34,Private,257589,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,21,United-States,<=50K
44,Private,168813,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,44,United-States,<=50K
28,Private,142788,HS-grad,9,Never-married,Exec-managerial,Own-child,Other,Female,0,0,41,Mexico,<=50K
41,Private,186390,Assoc-acdm,12,Divorced,Prof-specialty,Unmarried,White,Male,1605,0,22,United-States,<=50K
53,Private,243075,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,39,United-States,>50K
31,Private,166374,Bachelors,13,Never-married,Sales,Own-child,White,Male,0,0,39,United-States,<=50K
29,Private,228469,10th,6,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,45,Mexico,<=50K
40,Private,268221,Some-college,10,Divorced,Sales,Unmarried,White,Female,0,0,28,United-States,<=50K
21,Private,338436,10th,6,Never-married,Other-service,Own-child,White,Male,0,0,45,United-States,<=50K
21,Private,204939,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Amer-Indian-Eskimo,Male,0,0,44,United-States,<=50K
35,Private,420473,Some-college,10,Never-married,Adm-clerical,Unmarried,Other,Female,1861,0,39,United-States,<=50K
37,Private,345449,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,0,63,United-States,<=50K
52,Private,122788,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,33,United-States,<=50K
53,Private,73223,HS-grad,9,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,0,0,38,United-States,<=50K
44,Private,45728,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
67,Private,217421,1st-4th,2,Divorced,Priv-house-serv,Not-in-family,White,Female,0,0,10,United-States,<=50K
41,Private,239967,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,37,United-States,>50K
54,Federal-gov,194698,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,45,United-States,<=50K
26,Private,131758,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,42,United-States,<=50K
35,Private,127162,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,45,United-States,<=50K
48,Self-emp-not-inc,27790,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,88,United-States,<=50K
39,Private,147962,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,43,United-States,>50K
25,Local-gov,59676,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,44,United-States,<=50K
51,Self-emp-not-inc,254466,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,84,United-States,<=50K
66,Private,160359,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,1034,0,38,Canada,<=50K
48,Self-emp-not-inc,38076,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,41,United-States,<=50K
61,Private,199900,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,>50K
22,Private,204032,12th,8,Never-married,Sales,Not-in-family,White,Female,0,0,56,United-States,<=50K
35,Private,126700,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,44,United-States,>50K
39,Self-emp-not-inc,128951,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,47,United-States,>50K
42,?,183436,HS-grad,9,Married-civ-spouse,?,Wife,White,Female,0,0,34,United-States,<=50K
38,Local-gov,219580,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,1448,0,45,United-States,>50K
58,Private,149441,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,8,49,United-States,<=50K
35,Private,199756,Assoc-voc,11,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,21,United-States,<=50K
52,Private,190270,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,43,United-States,>50K
74,Private,196650,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,43,United-States,>50K
20,Private,193844,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,15,United-States,<=50K
22,Private,84238,Some-college,10,Never-married,Tech-support,Not-in-family,White,Female,0,0,40,United-States,<=50K
43,Private,149239,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,35,United-States,<=50K
52,Private,36900,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,21,United-States,>50K
43,Private,239826,Some-college,10,Married-spouse-absent,Prof-specialty,Own-child,Black,Female,0,0,43,United-States,<=50K
43,Private,173112,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,41,United-States,>50K
37,Self-emp-not-inc,209405,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,27,United-States,<=50K
29,Local-gov,301809,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,Black,Female,0,0,40,United-States,<=50K
45,Private,378990,HS-grad,9,Divorced,Adm-clerical,Unmarried,Black,Male,0,0,43,United-States,<=50K
25,Private,203394,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,33,United-States,<=50K
50,Private,56840,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,42,United-States,<=50K
21,?,172857,Some-college,10,Never-married,?,Own-child,Black,Female,0,0,25,United-States,<=50K
56,Private,188730,Bachelors,13,Married-spouse-absent,Exec-managerial,Not-in-family,White,Female,0,111,41,United-States,<=50K
29,Private,597660,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,64,United-States,<=50K
23,Private,115377,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,38,United-States,<=50K
35,Private,153062,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,38,United-States,<=50K
28,Private,267189,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,38,United-States,<=50K
20,Federal-gov,256076,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,17,England,<=50K
35,Private,117286,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,51,United-States,<=50K
26,Private,407962,Bachelors,13,Never-married,Other-service,Not-in-family,White,Male,0,0,38,United-States,<=50K
37,Private,111613,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,0,0,38,United-States,<=50K
40,Local-gov,96852,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,45,United-States,<=50K
28,Private,175248,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Female,0,0,43,United-States,<=50K
45,Private,49108,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,39,United-States,<=50K
38,Self-emp-not-inc,200484,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,0,0,41,United-States,<=50K
36,Private,95882,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,43,United-States,<=50K
35,Self-emp-inc,189985,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,43,United-States,<=50K
65,?,49778,Bachelors,13,Married-civ-spouse,?,Husband,White,Male,0,0,10,United-States,>50K
58,Self-emp-inc,399052,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,68,United-States,>50K
36,Self-emp-not-inc,222969,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,1484,0,48,United-States,<=50K
33,Local-gov,154427,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,70,44,United-States,<=50K
31,Local-gov,197320,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,<=50K
41,Self-emp-not-inc,47619,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,62,United-States,<=50K
59,Private,195348,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,39,United-States,<=50K
60,Private,206230,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,41,United-States,<=50K
28,Federal-gov,309546,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,38,United-States,<=50K
29,Self-emp-not-inc,188821,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,43,United-States,>50K
46,Private,240865,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,54,United-States,>50K
32,Private,198175,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,42,United-States,<=50K
51,Local-gov,190863,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,57,United-States,<=50K
51,Private,189826,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,37,United-States,<=50K
50,Local-gov,109417,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,35,United-States,<=50K
42,Private,70848,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,0,0,63,United-States,<=50K
31,Private,61085,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,1909,0,40,United-States,<=50K
31,Private,199720,Bachelors,13,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,34,United-States,<=50K
28,Private,150877,Some-college,10,Never-married,Exec-managerial,Own-child,White,Male,0,9,26,United-States,<=50K
28,Self-emp-inc,59084,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,12,41,United-States,<=50K
31,Private,101726,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,0,0,37,United-States,<=50K
48,Private,128693,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
27,Private,169655,Assoc-acdm,12,Divorced,Prof-specialty,Unmarried,White,Female,0,0,43,United-States,<=50K
23,Private,41715,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0,42,United-States,<=50K
37,Private,115799,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,143,55,United-States,<=50K
28,Private,159808,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
50,Private,166919,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,37,Germany,>50K
32,Private,237910,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
21,Private,254544,11th,7,Never-married,Exec-managerial,Own-child,White,Female,0,0,17,United-States,<=50K
51,Private,120091,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,43,United-States,<=50K
64,Private,53341,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,54,United-States,>50K
42,Private,121641,HS-grad,9,Widowed,Sales,Not-in-family,White,Female,0,0,43,United-States,<=50K
51,Private,105889,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,Black,Female,0,0,44,United-States,<=50K
37,Local-gov,116413,Bachelors,13,Never-married,Protective-serv,Not-in-family,White,Male,0,0,59,United-States,<=50K
39,Private,233974,Some-college,10,Never-married,Adm-clerical,Unmarried,Black,Female,129,0,43,United-States,<=50K
78,Self-emp-not-inc,101643,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,1512,0,34,United-States,<=50K
29,Private,180513,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,43,United-States,>50K
47,Private,208457,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,42,United-States,>50K
26,Private,232886,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,1298,0,43,United-States,<=50K
36,Private,124922,Some-college,10,Never-married,Sales,Own-child,White,Female,0,65,44,United-States,<=50K
52,Private,35299,12th,8,Never-married,Transport-moving,Not-in-family,Asian-Pac-Islander,Male,882,0,36,United-States,<=50K
36,Private,198520,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,52,United-States,<=50K
33,Self-emp-not-inc,217962,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,38,Columbia,<=50K
52,Self-emp-not-inc,150157,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,45,United-States,<=50K
21,Private,131276,HS-grad,9,Never-married,Craft-repair,Own-child,White,Female,0,0,23,United-States,<=50K
47,Private,213132,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,1467,0,39,United-States,<=50K
33,Private,140462,Bachelors,13,Never-married,Sales,Own-child,White,Male,0,0,41,United-States,<=50K
41,Local-gov,222392,Some-college,10,Divorced,Protective-serv,Not-in-family,White,Male,0,0,79,United-States,<=50K
26,Private,187288,Some-college,10,Never-married,Sales,Own-child,Black,Female,0,0,22,United-States,<=50K
34,Private,169042,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,44,United-States,<=50K
25,Private,132539,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,109,0,49,United-States,<=50K
43,Private,245421,Prof-school,15,Married-civ-spouse,Sales,Husband,White,Male,0,0,47,United-States,<=50K
50,Private,491062,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,33,49,United-States,>50K
45,Private,130621,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,1127,0,35,United-States,<=50K
40,Private,391072,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,45,United-States,<=50K
23,?,186722,Some-college,10,Never-married,?,Own-child,White,Male,0,0,30,United-States,<=50K
38,Local-gov,133690,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,22,United-States,<=50K
34,Private,245717,Some-college,10,Never-married,Craft-repair,Unmarried,White,Male,0,0,42,United-States,<=50K
42,State-gov,83291,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,52,United-States,>50K
30,Private,155610,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,38,United-States,<=50K
27,Private,451476,7th-8th,4,Never-married,Handlers-cleaners,Unmarried,White,Male,0,145,43,Guatemala,<=50K
68,Self-emp-inc,241162,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,45,United-States,>50K
53,Private,156160,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,33,Dominican-Republic,<=50K
40,Private,255670,Some-college,10,Never-married,Sales,Unmarried,White,Male,0,0,52,United-States,<=50K
44,Private,193321,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,47,United-States,>50K
21,Private,196926,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,19,United-States,<=50K
57,Self-emp-not-inc,102878,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,415,0,37,United-States,<=50K
48,Private,168123,Some-college,10,Divorced,Transport-moving,Not-in-family,White,Male,687,0,52,United-States,<=50K
30,Private,116575,Bachelors,13,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,42,United-States,<=50K
68,Private,204004,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,0,0,21,United-States,<=50K
31,Private,156213,Assoc-acdm,12,Never-married,Other-service,Other-relative,Asian-Pac-Islander,Male,0,0,39,Vietnam,<=50K
45,Private,227296,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,42,United-States,<=50K
66,Private,96506,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,69,0,38,Italy,<=50K
26,Private,194234,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,51,United-States,<=50K
25,Private,294235,11th,7,Separated,Other-service,Unmarried,White,Female,0,0,45,United-States,<=50K
36,Private,205740,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,39,United-States,<=50K
54,Private,296403,HS-grad,9,Widowed,Prof-specialty,Unmarried,White,Female,0,0,39,United-States,<=50K
25,Private,180554,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,194,12,United-States,<=50K
36,Private,368705,Assoc-acdm,12,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,0,0,42,United-States,<=50K
35,Private,179237,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,37,United-States,<=50K
36,Federal-gov,123529,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,Black,Female,579,190,37,United-States,>50K
48,Private,192451,11th,7,Married-civ-spouse,Sales,Husband,White,Male,698,0,37,United-States,>50K
22,State-gov,171808,Some-college,10,Never-married,Other-service,Own-child,Black,Male,0,0,25,United-States,<=50K
79,Local-gov,29438,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,21,United-States,<=50K
58,Federal-gov,81780,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,64,United-States,>50K
47,Self-emp-not-inc,169918,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,21,United-States,<=50K
35,Private,221601,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
43,Private,195096,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
27,Local-gov,182974,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,54,United-States,<=50K
25,Private,216054,Assoc-voc,11,Never-married,Craft-repair,Unmarried,Black,Female,0,0,43,United-States,<=50K
45,Federal-gov,72334,HS-grad,9,Divorced,Adm-clerical,Unmarried,Black,Female,111,144,42,United-States,<=50K
32,Private,186841,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,37,United-States,<=50K
25,Private,186481,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,64,51,United-States,<=50K
33,Private,124644,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,0,0,43,United-States,<=50K
67,?,182224,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,41,United-States,<=50K
37,Federal-gov,149680,Some-college,10,Never-married,Other-service,Unmarried,Black,Female,0,0,37,United-States,<=50K
69,Private,123209,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,23,United-States,<=50K
63,Private,335807,Bachelors,13,Divorced,Sales,Not-in-family,White,Male,0,0,51,United-States,<=50K
67,?,228939,Prof-school,15,Married-civ-spouse,?,Husband,White,Male,630,0,31,United-States,>50K
61,Private,155533,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,44,United-States,<=50K
33,Private,98572,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,39,United-States,>50K
33,Private,31073,Bachelors,13,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,38,United-States,<=50K
56,?,144610,5th-6th,3,Married-civ-spouse,?,Husband,Black,Male,0,0,11,United-States,<=50K
36,Private,213476,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,39,United-States,<=50K
55,State-gov,192681,Some-college,10,Divorced,Prof-specialty,Not-in-family,White,Female,0,192,41,United-States,<=50K
42,Private,275908,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,44,United-States,<=50K
59,Private,167552,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
31,Self-emp-not-inc,36054,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,59,United-States,<=50K
64,Local-gov,201423,HS-grad,9,Widowed,Other-service,Not-in-family,White,Female,0,0,15,United-States,<=50K
25,State-gov,152948,Some-college,10,Never-married,Tech-support,Own-child,White,Male,1672,0,23,United-States,<=50K
43,Private,369027,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,21,38,United-States,>50K
36,?,264789,11th,7,Never-married,?,Not-in-family,White,Male,1771,0,34,United-States,<=50K
48,Local-gov,343968,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,520,0,41,United-States,>50K
42,Private,186056,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,58,United-States,<=50K
22,Private,47434,HS-grad,9,Divorced,Machine-op-inspct,Other-relative,White,Male,0,0,39,United-States,<=50K
50,Private,152714,HS-grad,9,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,45,United-States,<=50K
27,Private,509487,HS-grad,9,Never-married,Other-service,Own-child,Black,Male,0,0,39,United-States,<=50K
21,Federal-gov,215266,Some-college,10,Never-married,Tech-support,Own-child,White,Female,0,0,26,United-States,<=50K
32,Private,149760,Prof-school,15,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,52,United-States,>50K
41,Private,183505,HS-grad,9,Separated,Other-service,Not-in-family,White,Female,0,0,37,United-States,<=50K
23,?,116242,Some-college,10,Never-married,?,Own-child,White,Female,0,0,35,United-States,<=50K
34,Local-gov,161907,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,45,United-States,<=50K
40,Private,162570,HS-grad,9,Separated,Craft-repair,Unmarried,White,Male,0,0,42,United-States,<=50K
52,Private,36416,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,37,United-States,<=50K
55,Private,176694,Assoc-voc,11,Divorced,Other-service,Unmarried,White,Female,0,0,45,United-States,<=50K
47,Private,176166,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,44,United-States,<=50K
51,?,86336,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,311,25,54,United-States,>50K
22,Self-emp-not-inc,177289,10th,6,Never-married,Farming-fishing,Own-child,White,Male,0,0,34,United-States,<=50K
34,Federal-gov,181230,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,93,43,United-States,<=50K
33,Private,50939,10th,6,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,41,United-States,<=50K
41,Self-emp-not-inc,182796,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,57,United-States,<=50K
37,Private,169141,Assoc-voc,11,Never-married,Craft-repair,Unmarried,White,Male,0,0,42,United-States,<=50K
62,Private,176550,7th-8th,4,Never-married,Other-service,Other-relative,White,Male,0,0,30,United-States,<=50K
78,Private,155073,1st-4th,2,Widowed,Priv-house-serv,Not-in-family,Black,Female,0,0,17,United-States,<=50K
56,Private,167876,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,37,United-States,>50K
32,Private,108996,Assoc-acdm,12,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,52,United-States,<=50K
36,Private,469078,Some-college,10,Separated,Sales,Unmarried,White,Female,0,0,43,United-States,<=50K
22,Private,323516,Some-college,10,Never-married,Sales,Own-child,Asian-Pac-Islander,Female,0,0,24,United-States,<=50K
61,Self-emp-not-inc,315794,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,35,34,United-States,<=50K
51,Private,144964,HS-grad,9,Widowed,Craft-repair,Unmarried,Asian-Pac-Islander,Female,0,0,44,South,<=50K
21,?,117883,HS-grad,9,Never-married,?,Own-child,White,Male,0,0,31,United-States,<=50K
40,Private,194181,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,44,United-States,<=50K
41,Private,180518,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,44,United-States,>50K
33,?,225018,Some-college,10,Divorced,?,Not-in-family,White,Male,0,0,43,United-States,<=50K
61,Private,156366,Bachelors,13,Married-civ-spouse,Sales,Wife,White,Female,0,0,37,United-States,<=50K
41,Private,190682,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,96,United-States,>50K
27,Private,183164,Bachelors,13,Never-married,Other-service,Not-in-family,White,Female,0,0,35,United-States,<=50K
42,Private,148521,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,46,United-States,<=50K
36,Private,224747,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,146,51,United-States,>50K
37,Self-emp-not-inc,202900,HS-grad,9,Divorced,Farming-fishing,Own-child,White,Male,0,0,51,United-States,<=50K
55,Private,32991,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,32,United-States,<=50K
26,Private,206345,Some-college,10,Never-married,Machine-op-inspct,Unmarried,White,Male,0,0,40,United-States,<=50K
45,Private,279110,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
46,Self-emp-not-inc,219716,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,1609,0,64,United-States,<=50K
25,Private,168805,Assoc-voc,11,Never-married,Prof-specialty,Unmarried,Black,Female,0,0,32,United-States,<=50K
68,Self-emp-not-inc,121443,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,35,United-States,<=50K
21,?,301201,12th,8,Never-married,?,Own-child,White,Male,0,0,28,United-States,<=50K
37,Private,192690,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,71,United-States,<=50K
51,Private,208232,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,41,United-States,<=50K
