customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
9907-SWKKF,Female,1,No,No,4,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,28.85,72.93,Yes
3457-PQBYH,Female,0,Yes,Yes,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),28.4,1262.0,No
7682-AZNDK,Male,0,Yes,Yes,34,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,110.75,3371.81,No
0587-DMGBH,Female,0,No,No,10,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.75,634.2,Yes
5384-ZTTWP,Female,0,Yes,Yes,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,21.4,293.43,No
3745-HRPHI,Male,0,Yes,Yes,68,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),58.65,3684.4,No
7636-OWBPG,Male,1,No,No,21,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),47.55,636.0,No
1231-YNDEK,Male,0,No,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.35,1038.1,No
1407-DIGZV,Female,0,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,21.2,80.56,No
6397-JNZZG,Female,1,Yes,No,54,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),65.35,2469.6,Yes
0570-BFQHT,Female,0,No,No,16,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,93.45,809.99,No
4393-OBCRR,Female,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,40.05,312.76,No
3523-QRQLL,Female,0,Yes,Yes,27,Yes,No,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),76.8,1587.99,Yes
8564-LDKFL,Male,0,Yes,No,49,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),114.4,4288.69,No
3696-DFHHB,Female,0,No,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),32.5,1919.8,No
0895-DQHEW,Male,0,Yes,No,54,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,107.8,5322.6,Yes
4717-GHADL,Female,0,No,No,50,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,96.9,4250.83,No
5501-TVMGM,Male,0,No,No,4,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,55.85,63.35,No
5879-HMFFH,Female,0,Yes,No,77,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),107.15,6767.19,No
6772-WFQRD,Male,0,No,Yes,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),36.6,1078.46,No
3810-DVDQQ,Female,0,Yes,Yes,75,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),126.5,8432.61,No
6972-SNKKW,Female,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,24.3,166.39,No
3694-GLTJM,Female,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),39.25,335.09,No
8550-XSXUQ,Male,0,Yes,No,52,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),81.35,3563.06,No
8149-RSOUN,Female,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,97.85,148.25,Yes
9055-MOJJJ,Female,0,Yes,Yes,74,Yes,No,DSL,Yes,No,No,Yes,Yes,No,One year,No,Mailed check,67.7,4093.84,No
4359-INNWN,Female,0,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),40.35,591.65,No
0585-EGDDA,Male,0,Yes,No,41,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,92.0,3327.15,No
4032-RMHCI,Female,0,Yes,Yes,51,No,No phone service,DSL,Yes,No,Yes,No,No,No,One year,No,Credit card (automatic),45.0,1542.96,No
0549-CYCQN,Male,1,No,No,62,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),85.8,4057.16,No
3481-JHUZH,Male,0,Yes,No,44,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,93.45,3607.96,No
7250-EQKIY,Female,0,Yes,Yes,3,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,64.15,217.59,Yes
3594-IVHJZ,Female,0,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,36.45,242.45,No
6869-FGJJC,Male,0,No,No,70,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Credit card (automatic),93.3,5646.4,No
3896-ZVNET,Female,0,Yes,Yes,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,40.2,763.95,No
8205-VSLRB,Male,0,Yes,No,71,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),77.9,5506.24,No
5960-MVTUK,Male,0,No,No,6,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,33.65,149.89,No
6817-WTYHE,Male,0,No,No,12,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),52.9,213.45,No
3082-VQXNH,Male,0,Yes,No,13,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),49.0,330.56,No
4013-UBXWQ,Female,0,No,No,17,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,87.65,679.7,Yes
4931-TRZWN,Female,0,No,No,23,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,77.55,991.61,No
0750-EKNGL,Male,0,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,41.45,418.48,No
7669-LCRSD,Male,0,Yes,Yes,14,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,56.5,631.23,No
3567-PQTSO,Male,0,Yes,Yes,61,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,109.75,5637.95,No
5519-NPHVG,Female,0,No,No,19,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,112.8,1302.78,Yes
8043-PNYSD,Male,0,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.75,1326.2,No
9938-EKRGF,Female,0,No,No,22,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,89.05,1348.11,No
2703-AMTUL,Male,0,Yes,Yes,46,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Mailed check,64.85,2091.67,No
0928-JMXNP,Male,1,Yes,No,5,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,34.5,177.59,No
8173-RXAYP,Female,0,Yes,Yes,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,37.8,689.66,No
4825-XJGDM,Female,0,No,No,61,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Credit card (automatic),49.9,2773.43,No
5402-HTOTQ,Male,0,No,No,24,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,68.2,1041.76,No
6734-JDTTV,Male,0,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),27.35,1364.55,No
7850-THJMU,Female,0,Yes,Yes,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),39.25,743.82,No
3890-RTCMS,Male,0,No,No,22,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,59.95,934.45,No
8849-GYOKR,Female,0,Yes,No,58,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),119.35,5938.66,Yes
3148-BLQJT,Male,0,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,38.7,280.5,Yes
3717-FDJFU,Male,0,No,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,36.65,311.02,No
3665-JATSN,Female,0,No,No,29,No,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,55.9,922.27,No
7966-YOTQW,Male,0,No,No,21,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),70.7,786.9,No
0461-CVKMU,Female,0,Yes,Yes,33,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,99.4,2103.05,Yes
8806-EAGWC,Male,0,No,No,14,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,67.55,315.39,Yes
8853-TZDGH,Female,0,No,No,83,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),112.6,8026.05,No
7779-LGOVN,Male,1,Yes,No,16,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,103.05,1066.57,Yes
4324-BZCKL,Female,0,Yes,Yes,16,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,70.55,759.8,No
6924-TDGMT,Male,0,Yes,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,34.45,355.92,No
9710-ZUSHQ,Female,1,No,No,41,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),114.65,4165.77,Yes
1536-YHDOE,Male,0,Yes,Yes,17,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,82.0,1343.41,No
8123-QBNAZ,Female,0,Yes,Yes,41,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),124.6,3962.33,No
3629-ZNKXA,Male,1,No,No,26,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.0,1779.29,No
4827-LTQRJ,Female,1,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),127.5,7427.17,No
7711-YIJWC,Male,0,Yes,Yes,63,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),102.9,5505.7,No
5482-VXSXJ,Male,0,No,No,23,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,101.1,2266.32,No
7365-BVCJH,Male,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,31.4,116.8,No
9620-ENEJV,Female,0,No,No,9,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),84.85,606.98,No
4183-WCSEP,Male,0,No,No,41,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,92.45,2611.55,Yes
2378-YIZKA,Female,0,Yes,Yes,76,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),85.6,5615.13,No
5498-TXHLF,Female,0,Yes,Yes,37,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,98.85,3023.49,Yes
0689-DSXGL,Female,0,Yes,Yes,57,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),92.0,4510.18,No
6818-DJXAA,Female,0,No,Yes,13,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,109.6,1204.85,No
9722-UJOJR,Male,0,Yes,Yes,33,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,81.95,2110.32,Yes
0464-WJTKO,Female,0,Yes,Yes,73,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.5,1527.81,No
8902-ZEOVF,Male,0,Yes,Yes,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,37.15,1163.59,No
6778-EICRF,Male,0,Yes,Yes,35,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,No,Mailed check,82.8,1926.8,No
2662-NNTDK,Male,0,No,No,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),35.3,1744.8,No
4132-KALRO,Female,0,No,No,11,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,104.85,454.85,No
3902-FOIGH,Male,1,Yes,No,21,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,113.85,1378.55,Yes
6772-KSATR,Male,0,No,No,4,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,94.7,244.2,Yes
7112-OPOTK,Male,0,No,No,41,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.55,2198.98,Yes
2874-YXVVA,Female,0,No,No,38,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,121.1,3841.2,No
1245-HARPS,Female,0,Yes,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,30.6,422.96,No
4210-QFJMF,Female,0,No,No,9,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,92.45,492.81,Yes
4323-ELYYB,Male,0,Yes,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,27.8,314.49,No
4293-ETKAP,Female,0,Yes,Yes,70,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),94.8,5267.48,No
6064-PUPMC,Male,0,Yes,Yes,33,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Credit card (automatic),62.7,1494.3,No
6504-VBLFL,Male,0,Yes,No,57,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Electronic check,65.8,3160.76,No
6322-PJJDJ,Male,0,Yes,No,55,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,112.6,4927.39,No
0330-BGYZE,Male,0,Yes,No,68,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),114.7,6324.74,No
1085-LDWAM,Female,0,Yes,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),39.25,1707.25,No
7586-ZATGZ,Male,0,No,No,41,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,88.4,3412.8,No
7197-VOJMM,Male,0,Yes,No,77,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),73.2,4727.25,No
3318-OSATS,Male,1,No,No,42,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.65,3476.85,Yes
5828-AVIPD,Male,0,Yes,Yes,29,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,101.45,1881.8,Yes
1843-TLSGD,Female,0,Yes,Yes,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,32.85,421.15,No
9626-VFRGG,Female,0,No,Yes,44,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),89.4,3655.94,No
7075-BNDVQ,Female,0,No,No,13,No,No phone service,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,39.1,189.05,No
9143-CANJF,Female,0,Yes,Yes,29,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,65.35,1457.55,No
7284-BUYEC,Female,0,No,No,11,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),65.05,412.7,No
2041-JIJCI,Female,0,No,No,13,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,78.8,559.69,No
1086-LXKFY,Female,0,Yes,Yes,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,83.1,238.5,Yes
4900-MSOMT,Female,0,Yes,Yes,77,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),94.7,5914.3,No
2229-VWQJH,Female,0,No,No,24,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),54.9,1310.53,No
9194-GFVOI,Female,0,Yes,No,51,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),93.25,3681.96,No
1336-EZFZY,Female,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,27.95,180.47,No
4282-MSACW,Male,0,No,No,73,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),117.5,8039.79,No
1403-LKLIK,Female,0,Yes,Yes,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,38.7,811.9,No
2636-ALXXZ,Female,1,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,82.3,243.59,Yes
7774-OJSXI,Male,0,No,No,35,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,106.45,3105.45,Yes
7786-WBJYI,Female,0,No,No,10,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),82.75,366.99,Yes
0136-IFMYD,Male,1,Yes,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,110.05,7635.61,No
5144-TVGLP,Male,1,No,No,42,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,100.55,3731.88,No
9643-AVVWI,Female,0,Yes,Yes,7,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,89.9,373.96,No
0253-ZTEOB,Female,0,Yes,Yes,50,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,No,Electronic check,85.65,3947.1,No
2706-QZIHY,Female,0,Yes,No,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,44.8,625.06,No
6061-PQHMK,Female,0,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),27.7,628.12,No
9885-CSMWE,Female,1,No,No,11,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,96.85,317.65,Yes
6137-MFAJN,Female,0,No,No,53,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,45.1,2108.18,No
9122-UMROB,Male,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,34.6,216.21,No
4232-JGKIY,Male,0,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,28.5,137.31,No
2402-TAIRZ,Female,0,No,No,40,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Electronic check,91.15,3164.51,No
9659-ZTWSM,Male,1,Yes,No,73,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),110.95,7095.15,No
9139-TWBAS,Female,0,Yes,No,31,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),55.65,1296.58,No
6685-GBWJZ,Male,0,Yes,No,71,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,One year,No,Credit card (automatic),82.5,4607.92,No
5016-ETTFF,Male,0,No,No,13,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,43.8,436.86,Yes
3866-MDTUB,Female,0,No,No,11,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,88.95,374.4,Yes
2195-VVRJF,Male,1,Yes,No,23,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),73.7,1203.77,No
3913-RDSJZ,Female,0,Yes,No,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,40.45,1902.69,No
8058-JMEQO,Female,1,No,No,19,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,92.35,872.31,Yes
4203-QGNZA,Female,0,No,Yes,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,32.85,702.93,No
5043-TRZWM,Female,0,No,No,4,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,84.35,185.55,No
0697-ZMSWS,Male,0,No,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,95.85,480.68,Yes
7657-DYEPJ,Male,1,No,No,43,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),82.95,2659.91,Yes
9494-BDNNC,Male,0,Yes,No,76,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Electronic check,112.2,6499.86,No
1640-PLFMP,Female,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.15,120.95,No
5366-OBVMR,Female,0,Yes,No,19,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,63.6,1084.31,No
8276-MQBYC,Male,1,No,No,52,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,110.6,5088.66,Yes
7644-OMVMY,Male,0,Yes,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,37.65,,No
7593-XFKDI,Male,0,No,No,9,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,67.0,317.47,Yes
4573-JKNAE,Male,0,No,Yes,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),28.45,321.5,No
0337-CNPZE,Female,0,No,No,51,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.4,4444.83,Yes
9817-APLHW,Male,0,No,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,40.4,530.26,No
8380-MQINP,Female,0,Yes,Yes,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,31.8,1222.8,No
0840-DFEZH,Female,0,No,No,13,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,83.55,664.69,No
1513-XNPPH,Female,0,No,No,15,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,92.7,1141.19,Yes
8690-ZVLCL,Female,0,Yes,Yes,75,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),105.6,6408.3,No
6015-VVHHE,Female,1,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),99.35,650.17,Yes
1125-SNVCK,Female,1,No,No,51,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,59.5,2311.72,No
0384-LPITE,Male,0,No,No,40,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),76.25,2694.73,No
4616-EWBNJ,Female,0,No,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),31.9,468.46,No
6347-DCUIK,Male,0,No,No,16,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,80.65,898.25,Yes
1335-HQMKX,Female,0,Yes,No,77,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,116.15,7522.95,No
2545-EBUPK,Female,1,No,No,12,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,101.85,406.77,No
6923-AQONU,Male,0,Yes,Yes,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,37.4,668.5,No
2172-EJXVF,Female,1,No,No,77,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,111.9,7601.75,No
0897-FEGMU,Female,0,Yes,No,14,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,117.7,1309.93,Yes
7663-RGWBC,Male,0,No,No,8,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,59.75,253.19,Yes
1120-BMWUB,Female,0,No,No,22,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,66.3,986.67,Yes
9124-LHCJQ,Female,0,No,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,92.95,178.45,Yes
4536-PLEQY,Male,0,Yes,No,21,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),103.95,1232.27,No
7029-IJEJK,Female,0,No,No,54,No,No phone service,DSL,Yes,No,No,Yes,No,Yes,One year,No,Bank transfer (automatic),48.9,2430.18,No
8871-JLMHM,Female,0,Yes,No,76,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),99.7,6411.65,No
2235-ZGKPT,Female,0,Yes,Yes,7,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,55.95,303.3,Yes
3891-PUQOD,Female,0,No,Yes,5,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,69.5,203.4,Yes
